Order_ID,Order_Date,Segment,Region,City,Category,Sub_Category,Quantity,Sales,Discount,Profit,Shipping_Days
ORD-10305,2023-12-25,Corporate,West,Ahmedabad,Technology,Accessories,8.0,3266.63,0.4,94.99,5
ORD-11127,2025-03-02,Corporate,West,Mumbai,Furniture,Tables,1.0,588.74,0.05,72.33,6
ORD-10573,2023-10-19,Home Office,East,Kolkata,Technology,Phones,1.0,566.98,0.0,117.86,6
ORD-11102,2025-04-01,Consumer,South,Chennai,Furniture,Bookcases,7.0,4110.65,0.2,-110.81,5
ORD-10947,2024-07-08,Home Office,West,Pune,Office Supplies,Binders,6.0,663.92,0.2,68.27,4
ORD-11155,2023-07-21,Home Office,West,Surat,Furniture,Chairs,7.0,3202.9,0.2,88.48,6
ORD-10249,2023-07-13,Corporate,East,Patna,Furniture,Tables,3.0,709.23,0.1,9.59,1
ORD-10836,2024-09-22,Home Office,East,Kolkata,Technology,Phones,3.0,1784.76,0.2,73.99,3
ORD-10614,2025-06-26,Home Office,East,,Office Supplies,Binders,6.0,1117.31,0.05,192.78,5
ORD-10071,2024-02-15,Corporate,North,Chandigarh,Furniture,Chairs,1.0,161.88,0.1,12.94,7
ORD-10094,2024-04-21,Consumer,South,Hyderabad,Technology,Phones,4.0,1722.43,0.0,375.67,5
ORD-10849,2024-11-05,Consumer,East,Kolkata,Technology,Accessories,7.0,5369.13,0.1,632.83,2
ORD-10033,2025-05-25,Home Office,South,Chennai,Office Supplies,Binders,3.0,802.26,0.1,98.55,5
ORD-10892,2024-07-05,Home Office,West,Mumbai,Office Supplies,Paper,8.0,979.88,0.3,-32.94,6
ORD-10448,2024-01-21,Consumer,West,Surat,Furniture,Bookcases,3.0,1899.26,0.2,-136.61,5
ORD-10445,2024-02-25,Corporate,North,Jaipur,Furniture,Bookcases,7.0,2957.42,0.2,-243.32,6
ORD-10850,2025-02-22,Home Office,West,Mumbai,Technology,Machines,1.0,144.76,0.1,19.12,4
ORD-10605,2025-01-13,Home Office,East,Kolkata,Office Supplies,Art,4.0,418.21,0.15,5.06,7
ORD-10787,2024-06-05,Consumer,West,Pune,Office Supplies,Art,3.0,410.65,0.0,57.33,4
ORD-10077,2023-05-29,Consumer,East,Kolkata,Technology,Machines,3.0,1179.29,0.0,205.34,4
ORD-10084,2023-04-25,Consumer,North,Delhi,Office Supplies,Art,2.0,94.14,0.0,12.94,7
ORD-10557,2023-09-18,Corporate,North,Jaipur,Office Supplies,Binders,8.0,584.33,0.05,81.19,3
ORD-10082,2023-11-26,Corporate,West,Pune,Office Supplies,Storage,1.0,193.98,0.2,12.26,5
ORD-10457,2024-04-15,Consumer,West,Ahmedabad,Technology,Machines,1.0,534.83,0.3,-20.19,4
ORD-10759,2025-05-20,Corporate,North,Jaipur,Office Supplies,Art,3.0,172.61,0.1,14.91,5
ORD-10436,2024-02-04,Home Office,West,Pune,Furniture,Chairs,3.0,1116.5,0.0,163.67,2
ORD-10940,2023-09-27,Consumer,South,Hyderabad,Technology,Accessories,2.0,931.7,0.4,-101.96,6
ORD-10920,2024-06-27,Consumer,North,Chandigarh,Technology,Accessories,8.0,1216.41,0.15,117.08,7
ORD-10404,2024-10-05,Home Office,West,Pune,Office Supplies,Storage,6.0,374.21,0.1,48.14,4
ORD-11061,2023-09-17,Corporate,West,Pune,Office Supplies,Art,7.0,1089.62,0.1,46.08,3
ORD-11001,2025-01-30,Corporate,North,Lucknow,Office Supplies,Binders,3.0,437.38,0.4,-31.98,7
ORD-10934,2023-08-12,Home Office,North,Delhi,Office Supplies,Storage,2.0,185.09,0.05,28.92,1
ORD-10104,2025-04-22,Home Office,East,Kolkata,Technology,Machines,2.0,914.93,,177.13,3
ORD-10593,2024-10-06,Home Office,South,Kochi,Technology,Machines,8.0,3655.46,0.1,582.89,6
ORD-10712,2023-02-25,Consumer,North,,Office Supplies,Paper,3.0,502.6,0.1,46.6,3
ORD-10062,2023-09-11,Home Office,North,Chandigarh,Technology,Accessories,4.0,2731.33,0.4,-131.26,5
ORD-10281,2024-06-15,Home Office,South,Chennai,Office Supplies,Binders,5.0,675.36,0.2,24.05,2
ORD-11072,2023-11-23,Consumer,South,Hyderabad,Technology,Phones,1.0,85.44,0.0,14.35,1
ORD-10238,2024-04-08,Corporate,North,Chandigarh,Office Supplies,Binders,1.0,203.97,0.15,13.85,4
ORD-10223,2023-07-26,Consumer,South,Chennai,Technology,Machines,4.0,1506.88,0.1,242.74,6
ORD-10145,2023-12-21,Consumer,North,Lucknow,Furniture,Tables,8.0,4645.6,0.2,14.54,7
ORD-11135,2023-02-05,Home Office,East,Patna,Technology,Accessories,3.0,908.56,0.1,106.61,1
ORD-10373,2024-04-11,Corporate,West,Pune,Furniture,Chairs,3.0,1103.64,0.2,5.97,4
ORD-10118,2024-09-17,Home Office,East,Patna,Furniture,Tables,3.0,1644.71,0.4,-169.66,1
ORD-10935,2025-03-03,Corporate,North,Jaipur,Office Supplies,Binders,7.0,735.84,0.05,124.67,2
ORD-10250,2023-08-05,Consumer,South,Bengaluru,Office Supplies,Storage,1.0,39.34,0.0,9.41,3
ORD-11173,2025-03-26,Corporate,North,Lucknow,Office Supplies,Binders,6.0,1041.14,0.2,45.59,4
ORD-10009,2023-06-01,Corporate,North,Delhi,Office Supplies,Storage,4.0,194.88,0.0,36.37,3
ORD-10449,2025-06-10,Corporate,West,Mumbai,Technology,Machines,1.0,455.97,0.05,75.45,5
ORD-10903,2024-02-26,Corporate,East,Patna,Office Supplies,Storage,4.0,438.81,0.0,62.05,3
ORD-10389,2024-10-15,Home Office,East,Kolkata,Office Supplies,Storage,1.0,44.38,0.15,2.4,6
ORD-11192,2025-05-31,Home Office,North,Delhi,Furniture,Chairs,3.0,276.02,0.0,22.26,6
ORD-10931,2024-11-27,Corporate,West,Mumbai,Office Supplies,Binders,1.0,108.33,0.1,13.42,7
ORD-10460,2024-04-21,Corporate,East,Bhubaneswar,Technology,Machines,8.0,2513.91,0.1,355.13,4
ORD-11121,2024-09-06,Corporate,South,Chennai,Office Supplies,Paper,8.0,1177.43,0.2,65.3,6
ORD-10144,2025-06-07,Consumer,North,Lucknow,Office Supplies,Paper,4.0,122.85,0.3,-7.5,3
ORD-10501,2024-11-18,Consumer,East,Guwahati,Furniture,Tables,1.0,294.57,0.0,23.4,5
ORD-11124,2024-09-02,Corporate,West,Ahmedabad,Technology,Accessories,3.0,698.59,0.4,-39.52,2
ORD-10539,2024-10-12,Corporate,North,Delhi,Furniture,Tables,7.0,2305.34,0.0,247.22,4
ORD-10177,2024-12-07,Home Office,North,Lucknow,Furniture,Bookcases,5.0,2096.35,0.2,-23.54,5
ORD-11175,2023-10-10,Corporate,South,Chennai,Office Supplies,Paper,5.0,300.97,0.1,30.32,5
ORD-10720,2023-07-18,Consumer,East,Patna,Technology,Phones,3.0,2161.04,0.1,230.54,5
ORD-11024,2023-05-02,Corporate,West,Pune,Office Supplies,Art,5.0,1338.81,0.1,114.65,7
ORD-10049,2024-12-17,Corporate,East,Bhubaneswar,Furniture,Bookcases,4.0,485.35,0.05,34.1,5
ORD-10007,2025-01-19,Consumer,East,Guwahati,Furniture,Tables,1.0,310.43,0.1,3.89,2
ORD-10575,2023-01-28,Home Office,North,Lucknow,Furniture,Tables,5.0,2999.1,0.0,214.74,7
ORD-11103,2024-05-02,Home Office,North,Delhi,Technology,Machines,5.0,3852.75,0.15,464.98,4
ORD-10357,2023-02-15,Home Office,North,Chandigarh,Technology,Phones,6.0,3193.52,0.3,53.72,6
ORD-10329,2023-03-06,Home Office,South,Bengaluru,Office Supplies,Storage,1.0,21.66,0.2,0.36,3
ORD-10994,2023-05-24,Corporate,South,Bengaluru,Technology,Phones,2.0,1620.51,0.05,293.03,5
ORD-10857,2024-05-17,Home Office,South,Kochi,Furniture,Tables,5.0,957.08,0.1,39.65,2
ORD-10258,2023-04-03,Corporate,West,Ahmedabad,Office Supplies,Storage,7.0,533.25,0.3,-36.8,2
ORD-11170,2023-10-26,Corporate,South,Bengaluru,Technology,Accessories,7.0,2384.5,0.0,444.83,6
ORD-10921,2023-03-02,Consumer,West,Ahmedabad,Furniture,Tables,,143.55,0.15,-2.41,4
ORD-10798,2025-06-16,Consumer,South,Bengaluru,Office Supplies,Storage,1.0,135.98,0.3,-10.6,3
ORD-10620,2024-07-22,Corporate,South,Chennai,Office Supplies,Art,2.0,142.66,0.4,-2.69,5
ORD-11194,2024-07-29,Home Office,South,Bengaluru,Office Supplies,Binders,4.0,739.38,0.1,73.2,6
ORD-10525,2024-09-18,Corporate,East,Guwahati,Technology,Accessories,6.0,3827.62,0.0,732.15,5
ORD-11179,2023-10-13,Home Office,South,Hyderabad,Technology,Accessories,2.0,682.93,0.15,48.06,1
ORD-10679,2023-01-07,Consumer,East,Guwahati,Office Supplies,Art,7.0,768.5,0.4,-54.11,6
ORD-10774,2025-01-20,Corporate,North,Lucknow,Furniture,Bookcases,1.0,367.3,0.0,51.85,4
ORD-11157,2024-09-12,Home Office,West,Surat,Furniture,Bookcases,5.0,1417.63,0.2,13.31,6
ORD-10440,2023-03-15,Home Office,North,Delhi,Furniture,Chairs,2.0,1062.74,0.3,-57.46,1
ORD-10531,2023-07-12,Home Office,East,Bhubaneswar,Furniture,Bookcases,5.0,430.08,0.0,48.77,4
ORD-10992,2024-10-10,Consumer,East,Guwahati,Technology,Machines,4.0,1262.92,0.15,78.8,3
ORD-10228,2024-04-03,Home Office,North,Lucknow,Technology,Accessories,3.0,586.18,0.15,78.79,5
ORD-11057,2024-05-23,Home Office,North,Lucknow,Furniture,Tables,8.0,2855.88,0.05,245.15,3
ORD-10212,2024-08-17,Home Office,East,Guwahati,Furniture,Tables,3.0,331.95,0.05,30.75,1
ORD-10079,2024-07-04,Consumer,East,Bhubaneswar,Technology,Machines,3.0,2186.28,0.1,279.83,1
ORD-10148,2025-02-07,Home Office,East,Guwahati,Office Supplies,Art,,1049.76,0.2,42.81,2
ORD-10682,2023-12-08,Home Office,East,Guwahati,Furniture,Tables,2.0,978.92,0.1,51.48,2
ORD-11060,2025-03-03,Corporate,North,Chandigarh,Office Supplies,Binders,1.0,145.06,0.4,-11.86,6
ORD-10609,2023-12-02,Consumer,South,Chennai,Office Supplies,Storage,7.0,1020.79,0.2,9.9,6
ORD-10133,2024-08-19,Consumer,West,Mumbai,Furniture,Tables,4.0,2627.95,0.1,137.37,2
ORD-10439,2024-08-17,Consumer,East,Guwahati,Office Supplies,Binders,6.0,258.0,0.1,27.64,1
ORD-10408,2023-02-05,Home Office,West,Ahmedabad,Office Supplies,Paper,2.0,545.46,0.4,-32.04,4
ORD-10693,2024-05-12,Consumer,North,Lucknow,Technology,Machines,3.0,677.37,0.0,159.51,1
ORD-10507,2025-03-18,Consumer,West,Pune,Office Supplies,Binders,5.0,431.62,0.2,19.2,1
ORD-10906,2025-04-05,Home Office,West,Ahmedabad,Furniture,Chairs,5.0,1792.4,0.15,40.58,4
ORD-10504,2023-02-12,Corporate,East,Bhubaneswar,Technology,Accessories,4.0,2010.94,0.2,125.66,3
ORD-10695,2024-04-20,Corporate,South,Chennai,Office Supplies,Paper,3.0,31.37,0.0,5.04,2
ORD-10347,2023-10-20,Consumer,South,Bengaluru,Technology,Machines,8.0,4627.5,,1100.17,7
ORD-10386,2023-10-21,Home Office,West,Pune,Office Supplies,Art,3.0,412.11,,65.65,6
ORD-10000,2025-02-22,Corporate,North,Delhi,Furniture,Bookcases,4.0,1778.69,0.4,-337.4,6
ORD-10360,2025-03-12,Corporate,South,Bengaluru,Technology,Accessories,7.0,6431.34,0.15,202.26,6
ORD-11150,2023-12-16,Consumer,South,Kochi,Technology,Accessories,1.0,814.63,0.2,66.93,5
ORD-10475,2025-02-05,Consumer,North,Chandigarh,Furniture,Bookcases,7.0,4526.67,0.15,-37.77,4
ORD-10973,2023-10-03,Home Office,North,Lucknow,Office Supplies,Binders,7.0,344.14,0.1,27.29,1
ORD-11172,2023-08-30,Home Office,North,Jaipur,Technology,Machines,3.0,750.21,0.05,103.72,6
ORD-10172,2024-11-19,Consumer,North,Lucknow,Office Supplies,Binders,1.0,33.15,0.05,5.89,2
ORD-10450,2023-05-23,Consumer,West,Mumbai,Office Supplies,Binders,8.0,1671.37,0.4,-144.09,2
ORD-10125,2023-08-18,Home Office,South,Bengaluru,Office Supplies,Art,8.0,1593.8,0.05,204.03,4
ORD-10660,2025-06-02,Home Office,North,Chandigarh,Furniture,Tables,2.0,612.43,0.2,-21.68,5
ORD-10530,2025-06-12,Corporate,West,Pune,Technology,Machines,6.0,1552.23,0.15,215.28,1
ORD-10090,2024-10-28,Home Office,South,,Office Supplies,Storage,6.0,1212.38,0.0,183.28,4
ORD-11178,2025-03-20,Home Office,South,Bengaluru,Technology,Phones,3.0,1174.86,0.2,88.87,6
ORD-10181,2025-03-01,Consumer,East,Bhubaneswar,Furniture,Tables,,313.88,0.0,44.52,6
ORD-10976,2024-10-03,Consumer,West,Ahmedabad,Office Supplies,Paper,7.0,187.25,0.1,20.8,4
ORD-10414,2023-06-24,Home Office,South,Kochi,Technology,Phones,7.0,3660.03,0.3,40.63,6
ORD-10251,2025-06-04,Consumer,East,Bhubaneswar,Technology,Machines,5.0,3352.08,0.0,589.14,2
ORD-10069,2024-05-01,Home Office,South,Hyderabad,Technology,Accessories,8.0,1637.62,0.1,235.45,3
ORD-10131,2025-05-27,Home Office,West,Mumbai,Office Supplies,Storage,1.0,31.65,0.15,4.06,6
ORD-10300,2024-08-25,Consumer,East,Bhubaneswar,Office Supplies,Art,4.0,488.19,0.1,49.79,4
ORD-10737,2023-03-14,Consumer,East,Patna,Office Supplies,Storage,8.0,723.79,0.0,157.2,5
ORD-10326,2024-08-07,Consumer,North,Lucknow,Office Supplies,Art,3.0,490.61,0.15,50.76,5
ORD-11191,2025-01-24,Corporate,South,Bengaluru,Furniture,Bookcases,2.0,817.9,0.1,29.79,6
ORD-10499,2025-04-15,Home Office,East,Bhubaneswar,Furniture,Chairs,4.0,2640.85,0.1,53.04,4
ORD-11186,2023-05-30,Home Office,South,Hyderabad,Furniture,Bookcases,7.0,2882.01,0.3,-294.2,3
ORD-10949,2023-07-16,Consumer,West,Ahmedabad,Furniture,Chairs,3.0,1943.99,0.1,60.99,3
ORD-10495,2023-06-19,Corporate,West,Ahmedabad,Furniture,Chairs,2.0,576.52,0.15,33.16,2
ORD-10338,2023-09-13,Consumer,South,Bengaluru,Technology,Accessories,7.0,2291.2,0.2,214.51,6
ORD-10996,2025-06-30,Consumer,West,Surat,Furniture,Bookcases,8.0,4028.22,0.05,321.23,6
ORD-10164,2024-12-22,Corporate,South,Chennai,Office Supplies,Art,5.0,527.33,0.0,97.78,4
ORD-10028,2023-06-09,Home Office,East,Patna,Technology,Phones,2.0,254.32,0.2,22.2,6
ORD-10516,2024-11-13,Home Office,West,Pune,Office Supplies,Paper,3.0,575.34,0.1,68.83,5
ORD-10193,2024-01-02,Corporate,South,Bengaluru,Office Supplies,Storage,6.0,108.53,0.0,17.25,3
ORD-10654,2025-04-08,Corporate,North,Lucknow,Furniture,Tables,4.0,1637.01,0.05,91.91,6
ORD-10802,2023-12-07,Consumer,West,Pune,Furniture,Bookcases,4.0,358.89,0.1,11.03,4
ORD-10169,2024-06-05,Corporate,South,Chennai,Technology,Machines,7.0,4808.24,0.3,193.13,7
ORD-10731,2024-11-02,Home Office,East,Guwahati,Furniture,Bookcases,1.0,426.28,0.0,47.44,3
ORD-10173,2024-04-13,Corporate,West,Surat,Office Supplies,Storage,7.0,481.9,0.05,61.61,2
ORD-10518,2023-05-21,Corporate,South,Bengaluru,Office Supplies,Paper,6.0,623.17,0.15,35.38,2
ORD-10950,2023-03-01,Corporate,East,Patna,Furniture,Tables,1.0,223.19,0.4,-38.54,1
ORD-10723,2023-07-22,Consumer,South,Bengaluru,Technology,Machines,5.0,3084.81,0.1,362.55,1
ORD-10491,2025-05-06,Consumer,South,Chennai,Office Supplies,Storage,2.0,65.35,0.0,9.64,6
ORD-10073,2023-02-25,Corporate,East,Bhubaneswar,Office Supplies,Binders,3.0,192.94,0.0,34.66,6
ORD-11015,2025-01-05,Home Office,South,Hyderabad,Office Supplies,Storage,3.0,550.76,0.2,8.81,2
ORD-10587,2024-04-02,Corporate,West,Surat,Office Supplies,Storage,1.0,152.64,,0.84,4
ORD-10234,2024-08-19,Corporate,East,Guwahati,Technology,Phones,1.0,374.69,0.0,58.63,4
ORD-10214,2024-11-27,Home Office,South,Bengaluru,Office Supplies,Binders,2.0,170.23,0.15,17.38,3
ORD-10979,2024-03-01,Corporate,West,Surat,Technology,Phones,6.0,1665.33,0.15,193.59,1
ORD-10132,2023-02-10,Home Office,East,Kolkata,Office Supplies,Storage,4.0,402.75,0.4,-35.5,6
ORD-10852,2023-04-26,Corporate,West,Pune,Office Supplies,Art,8.0,1926.86,0.1,133.28,7
ORD-10754,2023-11-22,Corporate,West,Ahmedabad,Office Supplies,Paper,3.0,76.16,0.05,9.58,3
ORD-11144,2024-02-28,Home Office,North,Delhi,Office Supplies,Binders,1.0,198.18,0.05,27.64,7
ORD-10185,2024-04-26,Home Office,North,Jaipur,Technology,Phones,1.0,155.54,0.4,1.65,5
ORD-10041,2024-04-15,Home Office,East,,Technology,Phones,4.0,2841.46,0.1,421.38,6
ORD-10108,2024-04-09,Corporate,West,Pune,Office Supplies,Storage,5.0,1110.94,0.15,79.54,2
ORD-10983,2023-01-28,Home Office,West,,Office Supplies,Storage,5.0,124.99,0.1,13.25,2
ORD-10568,2023-10-30,Corporate,West,Mumbai,Office Supplies,Paper,6.0,354.4,0.1,35.91,1
ORD-10671,2024-05-06,Home Office,East,Guwahati,Furniture,Chairs,2.0,958.54,0.2,-14.72,2
ORD-11030,2024-09-21,Home Office,South,Hyderabad,Office Supplies,Binders,5.0,115.88,0.2,6.22,5
ORD-11171,2023-01-13,Consumer,North,Chandigarh,Technology,Accessories,6.0,1041.81,0.05,197.77,7
ORD-10483,2024-11-11,Consumer,North,Chandigarh,Furniture,Chairs,4.0,2067.98,0.4,-365.57,7
ORD-10468,2023-05-16,Corporate,South,Chennai,Furniture,Tables,6.0,2247.47,0.3,-167.6,2
ORD-10024,2024-06-27,Corporate,East,Kolkata,Office Supplies,Paper,2.0,510.57,0.1,51.82,3
ORD-10838,2025-03-28,Corporate,South,Kochi,Furniture,Tables,2.0,1491.81,0.2,64.34,6
ORD-10700,2025-02-09,Consumer,West,Mumbai,Technology,Accessories,8.0,2886.73,0.15,266.77,3
ORD-10861,2025-06-25,Corporate,North,Jaipur,Furniture,Bookcases,2.0,169.5,0.05,13.73,3
ORD-11107,2023-02-25,Corporate,West,Mumbai,Office Supplies,Binders,4.0,209.74,0.05,20.29,4
ORD-10366,2024-09-30,Home Office,North,Chandigarh,Furniture,Bookcases,5.0,2841.97,0.2,34.96,4
ORD-10867,2024-11-15,Home Office,East,Bhubaneswar,Technology,Accessories,7.0,2147.21,0.15,266.46,7
ORD-11069,2024-09-23,Corporate,South,Kochi,Office Supplies,Storage,7.0,999.84,0.0,196.04,3
ORD-10383,2024-05-07,Consumer,West,Surat,Furniture,Chairs,4.0,966.51,0.05,102.03,3
ORD-10454,2023-02-23,Consumer,West,Surat,Office Supplies,Storage,6.0,355.59,0.0,54.51,7
ORD-10264,2023-08-01,Corporate,West,Mumbai,Technology,Phones,6.0,4107.92,,604.59,3
ORD-10783,2024-06-07,Home Office,East,Bhubaneswar,Office Supplies,Art,1.0,165.86,0.15,14.76,1
ORD-11013,2023-02-20,Corporate,North,Delhi,Office Supplies,Art,1.0,217.1,0.1,16.49,6
ORD-10444,2024-05-22,Home Office,East,Kolkata,Technology,Accessories,8.0,2649.06,0.0,543.17,4
ORD-10395,2023-07-22,Corporate,North,Delhi,Office Supplies,Paper,3.0,86.58,0.0,14.89,5
ORD-10764,2024-07-12,Consumer,North,Chandigarh,Office Supplies,Paper,5.0,999.24,0.0,166.44,2
ORD-10176,2025-03-10,Corporate,North,Delhi,Furniture,Bookcases,1.0,426.77,0.3,-49.69,7
ORD-10018,2025-05-03,Consumer,East,Patna,Technology,Accessories,8.0,1485.02,0.1,177.64,6
ORD-10727,2025-05-23,Corporate,South,Chennai,Technology,Accessories,3.0,2341.51,0.4,46.9,5
ORD-10841,2024-06-18,Consumer,West,Ahmedabad,Office Supplies,Binders,5.0,1288.81,0.15,104.69,6
ORD-10595,2024-07-22,Home Office,West,Ahmedabad,Office Supplies,Storage,7.0,1225.63,0.1,130.34,2
ORD-10061,2024-09-22,Corporate,South,Chennai,Office Supplies,Storage,6.0,300.35,0.0,46.16,3
ORD-10272,2024-12-01,Corporate,North,Delhi,Furniture,Tables,7.0,4623.58,0.0,454.81,3
ORD-11142,2025-06-27,Home Office,East,Kolkata,Technology,Machines,5.0,2492.06,0.1,343.34,2
ORD-10278,2024-12-29,Corporate,West,Ahmedabad,Office Supplies,Art,8.0,1496.88,0.4,-88.92,1
ORD-10869,2023-02-28,Corporate,East,Bhubaneswar,Technology,Accessories,3.0,1374.31,0.4,-1.14,3
ORD-10368,2024-06-01,Corporate,East,Patna,Office Supplies,Storage,1.0,141.18,0.2,14.78,1
ORD-10916,2024-10-25,Consumer,South,Bengaluru,Furniture,Bookcases,7.0,3790.82,0.4,-915.05,7
ORD-10846,2023-10-05,Corporate,North,Chandigarh,Furniture,Tables,4.0,2292.31,0.15,138.37,4
ORD-10888,2025-05-18,Corporate,East,Patna,Technology,Phones,3.0,2549.65,0.15,209.55,3
ORD-11096,2025-04-12,Consumer,East,Patna,Technology,Machines,2.0,1625.99,0.05,239.83,7
ORD-10796,2023-05-27,Home Office,North,Jaipur,Office Supplies,Paper,5.0,1015.1,0.1,160.23,3
ORD-10547,2024-07-09,Consumer,North,Lucknow,Furniture,Bookcases,2.0,1518.97,0.1,86.61,3
ORD-10909,2023-12-13,Consumer,North,Chandigarh,Furniture,Chairs,2.0,358.12,0.15,7.16,7
ORD-10688,2023-12-14,Corporate,West,Pune,Technology,Phones,2.0,1394.25,0.3,43.36,1
ORD-10930,2023-06-18,Home Office,East,Bhubaneswar,Furniture,Tables,5.0,3550.63,0.05,225.34,7
ORD-10456,2024-06-02,Home Office,West,Ahmedabad,Technology,Phones,6.0,1745.5,0.4,-180.2,4
ORD-10393,2024-11-26,Consumer,North,Jaipur,Technology,Phones,7.0,3062.4,0.2,276.71,2
ORD-10675,2025-03-03,Consumer,North,Chandigarh,Furniture,Tables,4.0,584.18,0.15,15.31,6
ORD-10942,2024-05-02,Home Office,South,Bengaluru,Office Supplies,Paper,7.0,1474.58,0.3,93.46,1
ORD-10997,2024-07-11,Consumer,West,Surat,Furniture,Tables,8.0,5146.09,0.0,454.24,7
ORD-10375,2024-01-21,Consumer,South,Hyderabad,Office Supplies,Art,2.0,164.66,0.1,23.96,6
ORD-10412,2025-04-21,Consumer,West,Surat,Furniture,Bookcases,3.0,588.53,0.15,-0.39,5
ORD-10074,2024-03-10,Corporate,East,Kolkata,Furniture,Bookcases,7.0,5131.68,,-272.44,2
ORD-11138,2023-11-11,Consumer,East,Kolkata,Technology,Phones,8.0,4705.52,0.2,232.84,6
ORD-10918,2024-08-24,Home Office,West,Surat,Technology,Accessories,6.0,1405.9,0.15,182.5,1
ORD-10500,2024-04-07,Corporate,West,Ahmedabad,Office Supplies,Storage,7.0,751.48,0.15,69.98,1
ORD-10826,2023-06-18,Home Office,East,Kolkata,Technology,Accessories,8.0,4764.64,0.0,938.69,4
ORD-10616,2023-06-27,Consumer,South,Chennai,Technology,Machines,2.0,1128.74,0.0,244.41,4
ORD-10114,2024-02-21,Corporate,North,Lucknow,Furniture,Bookcases,6.0,1338.19,0.05,138.45,3
ORD-10417,2024-08-18,Consumer,North,Jaipur,Office Supplies,Storage,2.0,245.92,0.0,37.16,4
ORD-10601,2023-05-05,Home Office,West,Surat,Office Supplies,Art,6.0,588.38,0.05,80.78,7
ORD-10604,2024-07-09,Consumer,South,Kochi,Technology,Machines,3.0,590.25,0.05,122.27,3
ORD-10089,2024-08-10,Home Office,West,Ahmedabad,Technology,Machines,2.0,1762.9,0.05,214.29,3
ORD-11165,2024-04-26,Consumer,East,Guwahati,Technology,Machines,6.0,2004.79,0.2,176.74,4
ORD-10498,2023-03-07,Home Office,South,Bengaluru,Technology,Machines,5.0,540.01,0.15,31.3,2
ORD-10905,2024-08-09,Home Office,East,Patna,Furniture,Tables,6.0,1114.61,0.4,-147.97,3
ORD-10912,2023-08-13,Home Office,East,Patna,Office Supplies,Art,4.0,176.02,0.05,30.87,4
ORD-10910,2024-08-21,Consumer,South,Chennai,Technology,Machines,4.0,1921.57,0.15,186.43,5
ORD-10011,2024-10-20,Consumer,West,Surat,Office Supplies,Art,4.0,264.86,0.3,-16.65,5
ORD-10396,2025-05-26,Corporate,South,Bengaluru,Office Supplies,Storage,3.0,569.68,0.2,42.41,6
ORD-10777,2024-11-13,Corporate,West,Surat,Furniture,Tables,3.0,800.58,0.15,16.1,5
ORD-10555,2023-12-26,Home Office,North,Chandigarh,Office Supplies,Storage,5.0,432.18,0.1,70.38,6
ORD-10042,2025-03-12,Consumer,East,Patna,Office Supplies,Binders,1.0,86.04,0.0,13.2,5
ORD-10167,2023-07-25,Home Office,North,Chandigarh,Technology,Accessories,8.0,3611.95,0.2,411.53,2
ORD-10416,2023-04-29,Consumer,North,Lucknow,Furniture,Tables,5.0,2352.16,0.1,191.53,1
ORD-10576,2024-01-11,Corporate,West,Surat,Technology,Machines,6.0,3916.47,0.15,409.35,3
ORD-10267,2024-07-15,Consumer,East,Guwahati,Furniture,Tables,3.0,665.12,0.1,12.41,3
ORD-10889,2023-07-28,Home Office,West,Surat,Office Supplies,Storage,5.0,518.15,0.15,26.61,3
ORD-10426,2025-05-19,Corporate,South,Hyderabad,Technology,Machines,3.0,1321.09,0.4,-142.73,2
ORD-10690,2024-01-31,Corporate,West,Surat,Office Supplies,Storage,3.0,471.71,,-2.54,7
ORD-10544,2024-09-06,Consumer,East,Patna,Technology,Accessories,2.0,276.39,0.0,57.75,6
ORD-11139,2023-08-09,Corporate,West,Mumbai,Technology,Accessories,8.0,4570.86,0.2,368.23,5
ORD-10674,2024-09-02,Consumer,North,Lucknow,Furniture,Tables,6.0,2942.18,0.0,384.6,7
ORD-10689,2023-09-26,Home Office,North,Delhi,Office Supplies,Storage,4.0,718.59,0.15,43.82,4
ORD-11117,2025-03-10,Home Office,East,Patna,Technology,Machines,8.0,6589.78,0.05,994.12,7
ORD-11193,2024-03-06,Corporate,East,Patna,Office Supplies,Paper,2.0,78.42,0.1,5.81,7
ORD-11162,2023-07-22,Home Office,North,Chandigarh,Technology,Phones,3.0,1219.37,0.1,164.23,3
ORD-10985,2024-03-03,Home Office,North,Delhi,Office Supplies,Binders,2.0,163.25,0.1,22.29,4
ORD-10257,2023-09-18,Home Office,East,Guwahati,Technology,Accessories,4.0,2289.22,0.15,220.49,5
ORD-10335,2024-11-24,Corporate,West,Pune,Technology,Accessories,3.0,617.61,0.15,61.05,4
ORD-10015,2023-11-28,Home Office,West,Mumbai,Furniture,Tables,4.0,876.8,0.15,19.86,7
ORD-10932,2023-01-21,Consumer,South,Hyderabad,Office Supplies,Binders,4.0,369.95,0.2,12.5,2
ORD-10324,2024-11-24,Corporate,North,Chandigarh,Office Supplies,Storage,7.0,548.17,0.1,61.72,2
ORD-10607,2025-06-29,Corporate,West,Surat,Furniture,Chairs,7.0,1618.89,0.3,-240.43,6
ORD-11070,2025-05-15,Corporate,South,Bengaluru,Technology,Phones,1.0,167.04,0.1,24.74,4
ORD-10814,2025-02-13,Corporate,West,,Office Supplies,Paper,5.0,628.02,0.0,65.95,6
ORD-10222,2025-04-26,Home Office,South,Bengaluru,Technology,Accessories,1.0,255.93,0.0,49.51,3
